cmd,rep,wall_time_s,user_time_s,sys_time_s,cpu_pct,max_rss_kb,minor_faults,major_faults,voluntary_ctx,involuntary_ctx,fs_inputs,fs_outputs,exit_code,timestamp,impl,N,M,K,items_per_producer,producer_delay_us,consumer_delay_us,wall_time_ms,items_consumed,throughput_per_sec,latency_mean_us,latency_p50_us,latency_p95_us,latency_p99_us,latency_max_us,rep_idx
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 1 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.23,0.0,0.08,38.0,1628,199,0,5007,0,0,0,0,2026-05-14T10:24:40,c-pthreads-sem,4,1,1,10000,0,0,231.193,10000,43253.99,68.857,43.042,151.209,219.669,909.133,0
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 1 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.24,0.0,0.08,38.0,1516,198,0,5005,0,0,0,0,2026-05-14T10:24:40,c-pthreads-sem,4,1,1,10000,0,0,238.994,10000,41842.03,71.374,44.042,159.918,249.586,1104.759,1
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 1 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.23,0.0,0.08,38.0,1644,199,0,5006,0,0,0,0,2026-05-14T10:24:40,c-pthreads-sem,4,1,1,10000,0,0,233.349,10000,42854.31,70.118,44.5,157.126,218.335,799.59,2
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 1 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.3,0.01,0.16,57.0,1504,203,0,7348,0,0,0,0,2026-05-14T10:24:41,c-pthreads-sem,4,1,2,10000,0,0,306.88,10000,32586.03,86.555,58.584,204.627,285.627,954.216,0
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 1 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.33,0.02,0.16,54.0,1512,203,0,7370,0,0,0,0,2026-05-14T10:24:41,c-pthreads-sem,4,1,2,10000,0,0,332.351,10000,30088.65,92.14,60.417,218.21,343.628,1677.139,1
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 1 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.29,0.0,0.15,56.0,1516,202,0,7313,0,0,0,0,2026-05-14T10:24:41,c-pthreads-sem,4,1,2,10000,0,0,292.356,10000,34204.89,82.257,52.917,191.752,257.96,3885.074,2
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 1 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.47,0.02,0.44,101.0,1436,211,0,9960,0,0,0,0,2026-05-14T10:24:42,c-pthreads-sem,4,1,4,10000,0,0,470.209,10000,21267.12,113.73,93.542,315.836,408.045,1204.844,0
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 1 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.51,0.02,0.49,99.0,1644,212,0,10550,2,0,0,0,2026-05-14T10:24:42,c-pthreads-sem,4,1,4,10000,0,0,517.214,10000,19334.35,125.11,98.875,340.461,437.837,2082.976,1
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 1 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.45,0.01,0.44,100.0,1644,211,0,10025,1,0,0,0,2026-05-14T10:24:43,c-pthreads-sem,4,1,4,10000,0,0,455.2,10000,21968.39,109.819,92.376,303.836,371.628,1142.509,2
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 1 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.4,0.02,0.43,113.0,1644,231,0,10686,843,0,0,0,2026-05-14T10:24:43,c-pthreads-sem,4,1,8,10000,0,0,401.958,10000,24878.21,86.614,70.751,300.003,387.754,1201.677,0
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 1 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.38,0.02,0.44,121.0,1644,230,0,10613,952,0,0,0,2026-05-14T10:24:43,c-pthreads-sem,4,1,8,10000,0,0,387.274,10000,25821.5,80.92,61.917,286.503,373.044,606.047,1
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 1 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.3,0.0,0.39,128.0,1644,229,0,9835,1941,0,0,0,2026-05-14T10:24:44,c-pthreads-sem,4,1,8,10000,0,0,307.599,10000,32509.89,61.381,23.292,253.377,378.629,1648.889,2
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 2 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.51,0.02,0.25,53.0,1772,261,0,14634,0,0,0,0,2026-05-14T10:24:44,c-pthreads-sem,4,2,1,10000,0,0,513.991,20000,38911.16,107.8,59.084,215.585,919.758,5705.256,0
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 2 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.52,0.02,0.25,53.0,1644,261,0,14629,2,0,0,0,2026-05-14T10:24:45,c-pthreads-sem,4,2,1,10000,0,0,523.136,20000,38231.0,109.18,59.584,224.46,938.007,4005.117,1
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 2 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.54,0.01,0.27,53.0,1772,262,0,14806,1,0,0,0,2026-05-14T10:24:45,c-pthreads-sem,4,2,1,10000,0,0,538.394,20000,37147.54,112.901,60.209,233.918,965.591,4204.202,2
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 2 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.77,0.03,0.62,84.0,1516,266,0,18173,5,0,0,0,2026-05-14T10:24:46,c-pthreads-sem,4,2,2,10000,0,0,773.578,20000,25853.9,154.783,112.626,354.961,563.421,3077.609,0
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 2 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.79,0.04,0.6,81.0,1644,266,0,18128,2,0,0,0,2026-05-14T10:24:47,c-pthreads-sem,4,2,2,10000,0,0,788.193,20000,25374.5,155.949,110.46,343.753,542.337,20962.759,1
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 2 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.84,0.03,0.71,87.0,1772,267,0,17559,0,0,0,0,2026-05-14T10:24:48,c-pthreads-sem,4,2,2,10000,0,0,846.7,20000,23621.11,169.087,112.376,384.878,665.256,19539.956,2
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 2 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,1.12,0.07,1.48,138.0,1764,276,0,20507,209,0,0,0,2026-05-14T10:24:49,c-pthreads-sem,4,2,4,10000,0,0,1120.681,20000,17846.29,192.814,132.168,485.338,765.382,17690.649,0
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 2 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,1.04,0.05,1.37,136.0,1640,275,0,20034,8,0,0,0,2026-05-14T10:24:50,c-pthreads-sem,4,2,4,10000,0,0,1043.201,20000,19171.77,179.782,135.292,474.713,702.714,1689.473,1
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 2 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,1.14,0.06,1.53,139.0,1516,274,0,21314,10,0,0,0,2026-05-14T10:24:51,c-pthreads-sem,4,2,4,10000,0,0,1146.751,20000,17440.58,199.922,146.752,486.712,715.089,24701.083,2
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 2 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.95,0.04,1.33,143.0,1772,295,0,22955,1130,0,0,0,2026-05-14T10:24:52,c-pthreads-sem,4,2,8,10000,0,0,955.322,20000,20935.34,157.378,114.543,477.546,734.923,5812.965,0
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 2 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.93,0.03,1.27,140.0,1772,293,0,23044,874,0,0,0,2026-05-14T10:24:53,c-pthreads-sem,4,2,8,10000,0,0,933.126,20000,21433.32,159.163,118.959,461.754,688.964,2633.231,1
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 2 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.99,0.06,1.31,139.0,1644,292,0,23945,601,0,0,0,2026-05-14T10:24:54,c-pthreads-sem,4,2,8,10000,0,0,995.998,20000,20080.37,168.562,125.709,467.046,698.464,1509.262,2
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 4 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,1.82,0.07,1.74,99.0,2028,383,0,40083,7,0,0,0,2026-05-14T10:24:56,c-pthreads-sem,4,4,1,10000,0,0,1820.374,40000,21973.5,295.915,172.835,957.592,1721.097,5977.883,0
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 4 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,1.86,0.07,1.81,101.0,1896,383,0,39936,3,0,0,0,2026-05-14T10:24:58,c-pthreads-sem,4,4,1,10000,0,0,1859.015,40000,21516.77,304.209,184.251,962.299,1739.265,3974.076,1
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 4 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,1.89,0.08,1.77,98.0,1892,382,0,40997,12,0,0,0,2026-05-14T10:25:00,c-pthreads-sem,4,4,1,10000,0,0,1887.272,40000,21194.61,308.089,177.585,969.092,1772.765,24567.999,2
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 4 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,2.09,0.12,2.76,137.0,2012,386,0,40266,357,0,0,0,2026-05-14T10:25:02,c-pthreads-sem,4,4,2,10000,0,0,2088.2,40000,19155.26,333.404,212.127,1016.509,1740.348,25198.838,0
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 4 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,2.3,0.11,3.14,141.0,2028,386,0,39741,51,0,0,0,2026-05-14T10:25:04,c-pthreads-sem,4,4,2,10000,0,0,2295.851,40000,17422.73,367.282,218.876,1046.467,1955.224,41102.055,1
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 4 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,2.27,0.1,3.08,140.0,1900,388,0,40818,2,0,0,0,2026-05-14T10:25:06,c-pthreads-sem,4,4,2,10000,0,0,2264.842,40000,17661.27,362.762,225.418,1089.092,1892.308,14677.915,2
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 4 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.69,0.04,1.26,186.0,1900,396,0,26744,10369,0,0,0,2026-05-14T10:25:07,c-pthreads-sem,4,4,4,10000,0,0,694.092,40000,57629.25,88.717,3.333,430.462,1017.134,13196.028,0
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 4 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.59,0.05,0.99,176.0,1900,397,0,25619,11420,0,0,0,2026-05-14T10:25:08,c-pthreads-sem,4,4,4,10000,0,0,587.474,40000,68088.12,71.302,3.0,398.962,755.506,3365.029,1
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 4 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.65,0.04,1.12,177.0,2028,417,0,27471,11522,0,0,0,2026-05-14T10:25:08,c-pthreads-sem,4,4,4,10000,0,0,653.316,40000,61226.07,88.081,3.875,457.629,949.758,4903.875,2
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 4 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.3,0.03,0.74,257.0,1772,412,0,25528,13352,0,0,0,2026-05-14T10:25:09,c-pthreads-sem,4,4,8,10000,0,0,299.148,40000,133712.94,37.074,2.0,206.002,603.171,2702.314,0
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 4 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.35,0.04,0.8,237.0,1772,413,0,27497,12517,0,0,0,2026-05-14T10:25:09,c-pthreads-sem,4,4,8,10000,0,0,354.362,40000,112878.99,44.605,2.167,252.003,677.131,3934.7,1
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 4 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.33,0.02,0.8,249.0,2028,413,0,25444,13037,0,0,0,2026-05-14T10:25:09,c-pthreads-sem,4,4,8,10000,0,0,326.79,40000,122402.9,38.195,1.958,206.752,562.504,9790.791,2
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 8 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,4.03,0.24,4.75,123.0,2924,624,0,89674,1272,0,0,0,2026-05-14T10:25:13,c-pthreads-sem,4,8,1,10000,0,0,4028.382,80000,19859.09,545.302,236.211,1934.85,3266.777,18885.701,0
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 8 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,4.63,0.21,5.39,120.0,2924,626,0,90470,769,0,0,0,2026-05-14T10:25:18,c-pthreads-sem,4,8,1,10000,0,0,4627.044,80000,17289.66,630.0,250.71,2117.268,4031.534,70212.01,1
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 8 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,4.24,0.17,4.73,115.0,2908,624,0,91369,659,0,0,0,2026-05-14T10:25:22,c-pthreads-sem,4,8,1,10000,0,0,4237.517,80000,18878.98,565.504,238.085,2012.642,3466.112,13632.49,2
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 8 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,4.47,0.22,6.37,147.0,2924,628,0,99876,1241,0,0,0,2026-05-14T10:25:27,c-pthreads-sem,4,8,2,10000,0,0,4466.804,80000,17909.9,580.527,237.46,2012.934,3417.279,49773.089,0
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 8 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,4.38,0.19,6.23,146.0,2924,629,0,97495,1378,0,0,0,2026-05-14T10:25:31,c-pthreads-sem,4,8,2,10000,0,0,4378.715,80000,18270.2,564.199,227.419,2038.601,3561.197,22117.229,1
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 8 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,4.26,0.16,5.99,144.0,2668,628,0,96802,1995,0,0,0,2026-05-14T10:25:35,c-pthreads-sem,4,8,2,10000,0,0,4261.352,80000,18773.38,547.371,219.502,1983.142,3408.862,65496.556,2
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 8 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,1.01,0.1,1.89,197.0,2796,638,0,51883,22258,0,0,0,2026-05-14T10:25:36,c-pthreads-sem,4,8,4,10000,0,0,1001.011,80000,79919.16,87.459,3.541,454.004,1180.718,20240.214,0
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 8 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,1.12,0.1,2.19,205.0,2924,636,0,53482,21325,0,0,0,2026-05-14T10:25:37,c-pthreads-sem,4,8,4,10000,0,0,1114.293,80000,71794.39,95.172,3.958,479.212,1266.928,22745.652,1
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 8 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.81,0.07,1.71,217.0,2924,636,0,50971,24470,0,0,0,2026-05-14T10:25:38,c-pthreads-sem,4,8,4,10000,0,0,812.738,80000,98432.73,72.974,3.416,409.42,1055.8,5104.502,2
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 8 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.22,0.03,0.99,449.0,2924,698,0,45293,18376,0,0,0,2026-05-14T10:25:38,c-pthreads-sem,4,8,8,10000,0,0,222.671,80000,359274.42,23.662,2.459,134.334,371.962,2440.938,0
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 8 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.27,0.06,1.09,419.0,3308,720,0,48058,20744,0,0,0,2026-05-14T10:25:39,c-pthreads-sem,4,8,8,10000,0,0,267.929,80000,298586.44,26.411,2.542,146.668,399.295,8446.489,1
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 4 --M 8 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.26,0.04,1.05,410.0,3180,744,0,44866,19318,0,0,0,2026-05-14T10:25:39,c-pthreads-sem,4,8,8,10000,0,0,261.579,80000,305834.88,26.116,2.375,150.751,418.379,2352.479,2
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 16 --M 1 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.06,0.0,0.02,42.0,1516,198,0,1256,2,0,0,0,2026-05-14T10:25:39,c-pthreads-sem,16,1,1,10000,0,0,64.823,10000,154266.21,59.063,44.75,137.668,206.877,570.879,0
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 16 --M 1 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.07,0.0,0.02,42.0,1508,199,0,1258,0,0,0,0,2026-05-14T10:25:39,c-pthreads-sem,16,1,1,10000,0,0,69.173,10000,144564.28,64.1,45.792,145.668,295.669,1270.594,1
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 16 --M 1 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.06,0.0,0.02,42.0,1516,198,0,1253,1,0,0,0,2026-05-14T10:25:39,c-pthreads-sem,16,1,1,10000,0,0,65.21,10000,153350.88,57.974,43.042,136.418,238.585,753.589,2
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 16 --M 1 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.08,0.01,0.03,61.0,1644,203,0,1862,0,0,0,0,2026-05-14T10:25:39,c-pthreads-sem,16,1,2,10000,0,0,84.868,10000,117829.56,68.086,55.292,155.252,238.335,487.796,0
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 16 --M 1 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.08,0.01,0.03,60.0,1436,204,0,1837,1,0,0,0,2026-05-14T10:25:39,c-pthreads-sem,16,1,2,10000,0,0,80.536,10000,124168.24,64.343,53.626,153.876,237.127,775.798,1
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 16 --M 1 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.07,0.0,0.03,61.0,1516,203,0,1838,0,0,0,0,2026-05-14T10:25:39,c-pthreads-sem,16,1,2,10000,0,0,73.956,10000,135215.53,60.517,50.834,147.668,203.002,688.381,2
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 16 --M 1 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.14,0.01,0.14,104.0,1644,214,0,2967,0,0,0,0,2026-05-14T10:25:40,c-pthreads-sem,16,1,4,10000,0,0,147.115,10000,67974.03,82.121,69.917,185.627,362.67,676.84,0
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 16 --M 1 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.14,0.01,0.14,102.0,1516,211,0,2968,0,0,0,0,2026-05-14T10:25:40,c-pthreads-sem,16,1,4,10000,0,0,146.244,10000,68378.64,83.009,72.167,192.835,347.211,578.255,1
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 16 --M 1 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.14,0.01,0.13,103.0,1516,211,0,2907,1,0,0,0,2026-05-14T10:25:40,c-pthreads-sem,16,1,4,10000,0,0,143.382,10000,69743.59,80.389,70.292,186.96,348.67,1022.008,2
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 16 --M 1 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.1,0.01,0.13,150.0,1504,228,0,4677,1745,0,0,0,2026-05-14T10:25:40,c-pthreads-sem,16,1,8,10000,0,0,98.644,10000,101374.38,31.259,5.125,117.542,246.628,1021.717,0
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 16 --M 1 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.17,0.0,0.23,138.0,1644,228,0,5100,651,0,0,0,2026-05-14T10:25:40,c-pthreads-sem,16,1,8,10000,0,0,171.298,10000,58377.68,66.003,51.417,177.918,372.545,1848.849,1
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 16 --M 1 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.17,0.01,0.23,137.0,1516,228,0,5012,431,0,0,0,2026-05-14T10:25:40,c-pthreads-sem,16,1,8,10000,0,0,172.812,10000,57866.49,68.821,55.417,190.043,366.795,816.507,2
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 16 --M 2 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.15,0.01,0.07,59.0,1900,263,0,3667,0,0,0,0,2026-05-14T10:25:41,c-pthreads-sem,16,2,1,10000,0,0,155.206,20000,128860.73,84.161,60.792,187.293,377.67,1930.974,0
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 16 --M 2 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.15,0.01,0.08,60.0,1760,262,0,3684,0,0,0,0,2026-05-14T10:25:41,c-pthreads-sem,16,2,1,10000,0,0,155.445,20000,128663.26,83.966,61.25,181.21,391.503,2315.353,1
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 16 --M 2 --K 1 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.16,0.01,0.07,59.0,1772,263,0,3691,0,0,0,0,2026-05-14T10:25:41,c-pthreads-sem,16,2,1,10000,0,0,162.497,20000,123079.0,87.732,61.417,191.793,460.212,2987.442,2
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 16 --M 2 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.21,0.02,0.16,87.0,1508,268,0,4675,0,0,0,0,2026-05-14T10:25:41,c-pthreads-sem,16,2,2,10000,0,0,210.454,20000,95032.81,104.557,83.042,252.627,400.045,1748.057,0
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 16 --M 2 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.2,0.01,0.16,88.0,1772,266,0,4469,0,0,0,0,2026-05-14T10:25:41,c-pthreads-sem,16,2,2,10000,0,0,206.206,20000,96990.23,102.123,80.917,249.419,409.045,2497.73,1
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 16 --M 2 --K 2 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.19,0.01,0.15,86.0,1644,266,0,4469,0,0,0,0,2026-05-14T10:25:41,c-pthreads-sem,16,2,2,10000,0,0,193.147,20000,103548.33,97.906,75.292,233.961,422.337,2592.855,2
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 16 --M 2 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.31,0.03,0.41,143.0,1632,275,0,5758,1,0,0,0,2026-05-14T10:25:42,c-pthreads-sem,16,2,4,10000,0,0,314.791,20000,63534.32,120.662,104.043,360.003,497.212,4256.119,0
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 16 --M 2 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.33,0.02,0.43,138.0,1644,276,0,5901,0,0,0,0,2026-05-14T10:25:42,c-pthreads-sem,16,2,4,10000,0,0,329.833,20000,60636.81,129.952,112.709,383.42,530.88,3859.866,1
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 16 --M 2 --K 4 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.32,0.02,0.43,141.0,1772,275,0,5863,1,0,0,0,2026-05-14T10:25:42,c-pthreads-sem,16,2,4,10000,0,0,323.181,20000,61884.78,126.617,109.126,373.754,520.004,2642.939,2
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 16 --M 2 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,0,0.29,0.01,0.42,146.0,1772,292,0,9364,660,0,0,0,2026-05-14T10:25:43,c-pthreads-sem,16,2,8,10000,0,0,296.544,20000,67443.53,108.624,93.501,348.17,519.421,1706.681,0
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 16 --M 2 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,1,0.3,0.02,0.44,154.0,1772,293,0,9280,210,0,0,0,2026-05-14T10:25:43,c-pthreads-sem,16,2,8,10000,0,0,300.53,20000,66549.0,115.842,101.543,365.045,511.338,3371.529,1
/home/vboxuser/os-final-project/paper2-concurrency/pc/pthreads/producer_consumer --N 16 --M 2 --K 8 --items 10000 --producer-delay-us 0 --consumer-delay-us 0,2,0.3,0.02,0.41,143.0,1772,292,0,9353,419,0,0,0,2026-05-14T10:25:43,c-pthreads-sem,16,2,8,10000,0,0,293.057,20000,68246.06,110.611,100.334,351.92,510.004,2399.395,2
