cmd,rep,wall_time_s,user_time_s,sys_time_s,cpu_pct,max_rss_kb,minor_faults,major_faults,voluntary_ctx,involuntary_ctx,fs_inputs,fs_outputs,exit_code,timestamp,impl,N,duration_sec,think_min_ms,think_max_ms,eat_min_ms,eat_max_ms,wall_time_ms,total_meals,meals_per_phil,wait_mean_us,wait_p50_us,wait_p95_us,wait_p99_us,wait_max_us,deadlocked,seed,rep_idx
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_5 --N 20 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,1,5.11,0.06,0.22,5.0,1648,201,0,3539,1,0,0,0,2026-05-14T10:33:33,c-pthreads-monitor,20,5.0,10,50,10,50,5108.281,1218,"[58, 58, 60, 63, 63, 62, 59, 59, 59, 59, 61, 60, 61, 62, 62, 68, 62, 61, 62, 59]",20029.594,15734.973,56430.753,85581.345,143992.74,False,2,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_5 --N 20 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,0,5.12,0.07,0.34,8.0,1520,200,0,3507,2,0,0,0,2026-05-14T10:33:38,c-pthreads-monitor,20,5.0,10,50,10,50,5117.715,1212,"[61, 62, 60, 63, 63, 57, 59, 58, 61, 58, 62, 61, 63, 61, 62, 60, 60, 59, 62, 60]",20340.988,16375.021,57804.931,84070.957,123577.308,False,3,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_5 --N 20 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,1,5.11,0.04,0.49,10.0,1520,201,0,3412,6,0,0,0,2026-05-14T10:33:43,c-pthreads-monitor,20,5.0,10,50,10,50,5105.867,1176,"[58, 60, 61, 60, 58, 57, 58, 56, 56, 59, 61, 61, 60, 61, 60, 61, 57, 56, 60, 56]",21570.743,17050.61,62841.476,98614.753,210096.871,False,3,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_5 --N 50 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,0,5.14,0.14,1.42,30.0,1636,302,0,8553,26,0,0,0,2026-05-14T10:33:49,c-pthreads-monitor,50,5.0,10,50,10,50,5140.931,2910,"[58, 58, 57, 60, 60, 61, 60, 58, 57, 59, 58, 59, 58, 56, 59, 59, 61, 61, 56, 56, 60, 55, 56, 59, 60, 59, 58, 60, 57, 58, 60, 57, 58, 59, 58, 60, 59, 54, 61, 53, 60, 56, 57, 60, 58, 58, 57, 57, 59, 56]",21660.029,16701.357,59065.359,123958.187,211495.675,False,1,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_5 --N 50 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,1,5.13,0.11,0.84,18.0,1776,302,0,8789,20,0,0,0,2026-05-14T10:33:54,c-pthreads-monitor,50,5.0,10,50,10,50,5130.149,2986,"[55, 57, 60, 62, 62, 62, 64, 57, 60, 58, 59, 59, 59, 62, 59, 61, 63, 61, 59, 55, 59, 60, 61, 63, 61, 60, 64, 61, 61, 60, 58, 58, 61, 63, 60, 60, 61, 58, 58, 55, 58, 56, 60, 64, 59, 57, 58, 59, 56, 63]",21391.166,16532.064,62373.514,100144.642,258341.967,False,1,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_5 --N 50 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,0,5.1,0.07,0.74,16.0,1640,304,0,8848,17,0,0,0,2026-05-14T10:33:59,c-pthreads-monitor,50,5.0,10,50,10,50,5105.265,3055,"[57, 58, 64, 64, 64, 59, 58, 59, 61, 63, 61, 60, 66, 62, 59, 63, 62, 57, 63, 62, 63, 63, 62, 63, 61, 59, 64, 60, 61, 60, 60, 63, 63, 61, 62, 64, 61, 60, 56, 60, 58, 59, 65, 59, 62, 61, 63, 58, 61, 61]",20343.607,16216.353,58060.768,91357.855,175125.393,False,2,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_5 --N 50 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,1,5.17,0.08,0.82,17.0,1768,302,0,8938,21,0,0,0,2026-05-14T10:34:04,c-pthreads-monitor,50,5.0,10,50,10,50,5173.667,3072,"[59, 62, 62, 62, 60, 63, 60, 60, 63, 61, 59, 64, 63, 61, 62, 68, 62, 58, 61, 61, 63, 65, 61, 60, 63, 64, 62, 64, 60, 60, 62, 63, 62, 61, 63, 64, 58, 62, 61, 59, 61, 61, 63, 60, 61, 61, 59, 62, 60, 56]",20576.429,16128.518,58596.313,92122.071,146515.055,False,2,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_5 --N 50 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,0,5.15,0.13,0.86,19.0,1776,303,0,8769,28,0,0,0,2026-05-14T10:34:09,c-pthreads-monitor,50,5.0,10,50,10,50,5149.22,2996,"[60, 60, 60, 60, 64, 56, 59, 60, 56, 59, 59, 63, 58, 63, 63, 61, 58, 60, 59, 62, 61, 63, 62, 61, 63, 62, 61, 62, 59, 56, 63, 61, 60, 60, 63, 61, 62, 56, 61, 56, 60, 62, 56, 60, 56, 56, 61, 59, 56, 57]",21419.75,16785.983,62025.802,99737.013,218472.53,False,3,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_5 --N 50 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,1,5.12,0.08,0.77,16.0,1776,304,0,8874,21,0,0,0,2026-05-14T10:34:14,c-pthreads-monitor,50,5.0,10,50,10,50,5122.532,3038,"[60, 63, 61, 61, 61, 57, 60, 59, 61, 59, 63, 62, 62, 63, 67, 61, 59, 60, 61, 61, 62, 65, 63, 58, 67, 60, 59, 60, 60, 62, 66, 60, 61, 61, 60, 60, 60, 55, 57, 56, 65, 62, 59, 60, 59, 55, 61, 61, 62, 61]",20549.194,16091.477,58706.856,90059.219,168503.71,False,3,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_4 --N 5 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,0,5.12,0.02,0.07,2.0,1428,152,1,954,0,48,0,0,2026-05-14T10:34:20,c-pthreads-hierarchy,5,5.0,10,50,10,50,5121.467,284,"[66, 57, 58, 51, 52]",26600.905,22820.62,74560.956,114693.814,122108.588,False,1,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_4 --N 5 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,1,5.1,0.01,0.08,2.0,1520,152,0,973,0,0,0,0,2026-05-14T10:34:25,c-pthreads-hierarchy,5,5.0,10,50,10,50,5099.495,293,"[66, 59, 59, 54, 55]",24094.648,20465.099,66591.386,94403.842,121001.412,False,1,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_4 --N 5 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,0,5.13,0.01,0.08,1.0,1508,152,0,974,2,0,0,0,2026-05-14T10:34:30,c-pthreads-hierarchy,5,5.0,10,50,10,50,5127.711,294,"[62, 57, 60, 58, 57]",23802.564,20082.429,61696.8,100959.609,111066.657,False,2,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_4 --N 5 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,1,5.17,0.01,0.08,2.0,1436,151,0,994,1,0,0,0,2026-05-14T10:34:35,c-pthreads-hierarchy,5,5.0,10,50,10,50,5162.386,298,"[61, 60, 60, 58, 59]",23554.361,20269.014,64009.487,89118.753,110418.651,False,2,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_4 --N 5 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,0,5.11,0.01,0.08,1.0,1520,155,0,977,3,0,0,0,2026-05-14T10:34:40,c-pthreads-hierarchy,5,5.0,10,50,10,50,5108.989,298,"[61, 62, 61, 57, 57]",22989.334,18758.709,65476.376,83798.289,130580.997,False,3,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_4 --N 5 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,1,5.15,0.01,0.11,2.0,1436,152,0,997,1,0,0,0,2026-05-14T10:34:45,c-pthreads-hierarchy,5,5.0,10,50,10,50,5150.534,300,"[62, 62, 62, 56, 58]",22661.109,17866.492,65791.336,85582.763,113588.263,False,3,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_4 --N 10 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,0,5.16,0.02,0.17,3.0,1520,168,0,1937,2,0,0,0,2026-05-14T10:34:50,c-pthreads-hierarchy,10,5.0,10,50,10,50,5163.709,604,"[61, 60, 60, 61, 61, 64, 62, 58, 58, 59]",21677.709,18986.128,56473.087,79029.288,102314.33,False,1,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_4 --N 10 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,1,5.14,0.03,0.17,4.0,1520,167,0,1919,4,0,0,0,2026-05-14T10:34:56,c-pthreads-hierarchy,10,5.0,10,50,10,50,5137.999,603,"[57, 60, 60, 61, 61, 65, 62, 59, 59, 59]",21370.679,18834.377,56032.458,75322.881,96464.069,False,1,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_4 --N 10 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,0,5.17,0.03,0.14,3.0,1520,169,0,1882,1,0,0,0,2026-05-14T10:35:01,c-pthreads-hierarchy,10,5.0,10,50,10,50,5167.945,593,"[57, 59, 59, 64, 63, 57, 56, 60, 61, 57]",23013.437,19979.213,61753.666,85320.136,98681.213,False,2,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_4 --N 10 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,1,5.17,0.04,0.16,4.0,1520,169,0,1920,4,0,0,0,2026-05-14T10:35:06,c-pthreads-hierarchy,10,5.0,10,50,10,50,5167.248,604,"[59, 58, 61, 63, 62, 62, 61, 59, 60, 59]",21626.44,18275.609,56406.063,84336.898,102994.002,False,2,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_4 --N 10 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,0,5.19,0.03,0.17,4.0,1520,170,0,1909,0,0,0,0,2026-05-14T10:35:11,c-pthreads-hierarchy,10,5.0,10,50,10,50,5192.49,606,"[60, 61, 62, 65, 62, 59, 59, 58, 59, 61]",20865.149,17588.076,54623.789,74983.297,97303.284,False,3,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_4 --N 10 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,1,5.15,0.03,0.15,3.0,1516,168,0,1931,1,0,0,0,2026-05-14T10:35:16,c-pthreads-hierarchy,10,5.0,10,50,10,50,5148.995,601,"[58, 62, 60, 64, 61, 59, 59, 60, 60, 58]",21550.356,19436.685,54186.853,66893.687,80866.332,False,3,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_4 --N 20 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,0,5.14,0.06,0.35,8.0,1648,202,0,3784,6,0,0,0,2026-05-14T10:35:22,c-pthreads-hierarchy,20,5.0,10,50,10,50,5141.399,1207,"[59, 59, 59, 63, 59, 62, 61, 59, 58, 63, 61, 60, 61, 61, 59, 57, 62, 64, 60, 60]",21469.742,18875.613,58147.699,78144.58,106009.697,False,1,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_4 --N 20 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,1,5.15,0.04,0.41,9.0,1648,200,0,3763,7,0,0,0,2026-05-14T10:35:27,c-pthreads-hierarchy,20,5.0,10,50,10,50,5148.759,1203,"[59, 57, 57, 62, 62, 64, 60, 59, 59, 60, 60, 58, 63, 61, 61, 60, 63, 62, 59, 57]",21849.695,18543.451,56393.304,80296.161,114873.505,False,1,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_4 --N 20 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,0,5.19,0.05,0.4,8.0,1648,201,0,3757,3,0,0,0,2026-05-14T10:35:32,c-pthreads-hierarchy,20,5.0,10,50,10,50,5131.101,1199,"[58, 57, 62, 63, 62, 61, 59, 56, 60, 60, 59, 60, 60, 64, 61, 64, 60, 56, 58, 59]",21529.243,18655.077,58260.175,86120.797,147660.591,False,2,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_4 --N 20 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,1,5.16,0.04,0.37,8.0,1520,201,0,3810,4,0,0,0,2026-05-14T10:35:37,c-pthreads-hierarchy,20,5.0,10,50,10,50,5160.501,1205,"[59, 59, 62, 64, 63, 61, 60, 57, 58, 60, 59, 62, 63, 61, 58, 65, 61, 56, 58, 59]",21588.396,18223.709,55211.412,87272.542,105061.961,False,2,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_4 --N 20 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,0,5.15,0.03,0.29,6.0,1516,202,0,3801,0,0,0,0,2026-05-14T10:35:42,c-pthreads-hierarchy,20,5.0,10,50,10,50,5156.835,1227,"[61, 62, 62, 68, 63, 59, 59, 60, 61, 59, 63, 63, 63, 62, 64, 61, 57, 58, 61, 61]",20650.381,17752.634,55584.633,73953.012,103814.866,False,3,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_4 --N 20 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,1,5.2,0.08,0.47,10.0,1648,200,0,3777,4,0,0,0,2026-05-14T10:35:47,c-pthreads-hierarchy,20,5.0,10,50,10,50,5202.747,1202,"[60, 61, 62, 63, 61, 58, 57, 59, 59, 60, 60, 60, 60, 60, 65, 62, 60, 56, 58, 61]",21646.149,18286.924,58713.109,84531.098,153332.869,False,3,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_4 --N 50 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,0,5.16,0.12,0.9,19.0,1648,302,0,9402,37,0,0,0,2026-05-14T10:35:53,c-pthreads-hierarchy,50,5.0,10,50,10,50,5163.199,3017,"[60, 59, 59, 61, 61, 63, 62, 59, 58, 58, 61, 61, 64, 60, 60, 61, 62, 62, 59, 57, 58, 58, 56, 62, 60, 62, 64, 63, 63, 61, 61, 57, 59, 63, 61, 63, 63, 61, 61, 58, 58, 59, 60, 62, 59, 62, 61, 57, 58, 60]",21760.858,18704.59,59068.656,86679.134,115202.675,False,1,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_4 --N 50 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,1,5.18,0.11,0.8,17.0,1776,303,0,9482,18,0,0,0,2026-05-14T10:35:58,c-pthreads-hierarchy,50,5.0,10,50,10,50,5182.22,3042,"[62, 60, 58, 64, 62, 62, 60, 56, 59, 62, 63, 59, 61, 61, 63, 64, 68, 63, 59, 59, 60, 60, 61, 64, 62, 60, 63, 63, 61, 59, 60, 57, 59, 65, 62, 62, 62, 63, 63, 58, 60, 58, 60, 63, 61, 58, 59, 59, 57, 58]",21568.7,18425.93,58097.507,80785.231,109620.079,False,1,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_4 --N 50 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,0,5.16,0.1,0.86,18.0,1648,301,0,9420,17,0,0,0,2026-05-14T10:36:03,c-pthreads-hierarchy,50,5.0,10,50,10,50,5156.939,3024,"[59, 60, 61, 62, 62, 60, 60, 59, 60, 59, 61, 58, 62, 64, 61, 69, 63, 58, 60, 60, 62, 61, 67, 60, 59, 63, 63, 61, 60, 62, 60, 59, 58, 62, 64, 59, 58, 60, 56, 57, 58, 62, 63, 58, 60, 57, 59, 59, 60, 59]",21924.392,18697.01,60207.423,83705.018,125416.673,False,2,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_4 --N 50 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,1,5.16,0.1,0.95,20.0,1640,302,0,9460,17,0,0,0,2026-05-14T10:36:08,c-pthreads-hierarchy,50,5.0,10,50,10,50,5158.559,3037,"[60, 58, 64, 62, 61, 64, 61, 56, 58, 61, 59, 60, 62, 63, 62, 63, 61, 58, 61, 61, 61, 60, 62, 61, 61, 64, 62, 60, 61, 61, 59, 63, 61, 61, 63, 61, 59, 61, 57, 61, 59, 61, 60, 59, 60, 61, 62, 59, 61, 61]",21649.231,18418.684,57739.447,83159.491,121579.021,False,2,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_4 --N 50 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,0,5.17,0.1,0.76,16.0,1632,301,0,9510,5,0,0,0,2026-05-14T10:36:13,c-pthreads-hierarchy,50,5.0,10,50,10,50,5174.314,3055,"[57, 62, 62, 62, 64, 62, 60, 58, 58, 60, 60, 62, 64, 61, 60, 64, 59, 61, 63, 58, 61, 64, 66, 60, 64, 62, 61, 62, 63, 58, 59, 64, 62, 60, 62, 60, 64, 60, 61, 56, 58, 63, 62, 61, 61, 58, 62, 62, 62, 60]",21499.722,18666.436,56323.3,79857.95,119064.265,False,3,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_4 --N 50 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,1,5.2,0.1,0.78,17.0,1776,301,0,9368,11,0,0,0,2026-05-14T10:36:19,c-pthreads-hierarchy,50,5.0,10,50,10,50,5196.139,2999,"[59, 60, 60, 64, 62, 58, 59, 59, 60, 59, 61, 61, 61, 63, 62, 61, 58, 59, 60, 59, 60, 59, 62, 62, 63, 61, 60, 58, 59, 58, 60, 61, 59, 62, 61, 62, 62, 57, 57, 56, 60, 62, 61, 59, 60, 55, 58, 60, 61, 59]",22153.5,18854.978,58968.039,90052.26,196499.798,False,3,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_2 --N 5 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,0,5.09,0.0,0.07,1.0,1520,154,1,886,1,48,0,0,2026-05-14T10:36:24,c-pthreads-naive,5,5.0,10,50,10,50,5049.917,232,"[47, 47, 46, 46, 46]",45491.149,33206.911,128196.479,151684.178,159427.573,False,1,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_2 --N 5 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,1,5.21,0.02,0.07,1.0,1504,154,0,918,0,0,0,0,2026-05-14T10:36:29,c-pthreads-naive,5,5.0,10,50,10,50,5193.28,239,"[49, 47, 47, 48, 48]",44341.689,30951.1,125129.103,149313.84,166192.554,False,1,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_2 --N 5 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,0,5.15,0.02,0.06,1.0,1512,154,0,837,2,0,0,0,2026-05-14T10:36:34,c-pthreads-naive,5,5.0,10,50,10,50,5138.369,215,"[43, 42, 45, 43, 42]",55950.063,47036.779,134302.89,148024.444,169648.945,False,2,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_2 --N 5 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,1,5.16,0.01,0.12,2.0,1648,156,0,777,3,0,0,0,2026-05-14T10:36:39,c-pthreads-naive,5,5.0,10,50,10,50,5158.194,198,"[40, 40, 39, 40, 39]",66755.318,71824.769,126480.714,174014.937,176600.503,False,2,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_2 --N 5 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,0,5.22,0.01,0.07,1.0,1504,155,0,734,2,0,0,0,2026-05-14T10:36:44,c-pthreads-naive,5,5.0,10,50,10,50,5136.384,189,"[36, 36, 40, 39, 38]",73544.092,78062.782,134737.291,145958.507,158592.126,False,3,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_2 --N 5 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,1,5.2,0.01,0.08,1.0,1508,156,0,785,2,0,0,0,2026-05-14T10:36:50,c-pthreads-naive,5,5.0,10,50,10,50,5053.374,203,"[40, 40, 41, 42, 40]",63329.804,67425.908,126463.617,144752.876,154327.931,False,3,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_2 --N 10 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,0,5.18,0.02,0.18,3.0,1648,170,0,1408,3,0,0,0,2026-05-14T10:36:55,c-pthreads-naive,10,5.0,10,50,10,50,5051.593,391,"[39, 39, 38, 39, 38, 38, 40, 40, 40, 40]",67077.198,42863.461,187678.887,236093.961,252697.583,False,1,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_2 --N 10 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,1,5.17,0.03,0.15,3.0,1520,169,0,1396,5,0,0,0,2026-05-14T10:37:00,c-pthreads-naive,10,5.0,10,50,10,50,5061.139,383,"[40, 39, 40, 40, 39, 39, 37, 36, 36, 37]",70191.348,59026.936,175284.907,221084.182,239781.285,False,1,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_2 --N 10 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,0,5.22,0.01,0.15,3.0,1520,170,0,1551,0,0,0,0,2026-05-14T10:37:05,c-pthreads-naive,10,5.0,10,50,10,50,5147.471,438,"[45, 45, 46, 44, 44, 42, 41, 43, 43, 45]",53405.076,33475.866,175023.82,212119.23,242240.697,False,2,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_2 --N 10 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 2 --deadlock-window-ms 2000,1,5.21,0.02,0.14,3.0,1648,170,0,1576,1,0,0,0,2026-05-14T10:37:10,c-pthreads-naive,10,5.0,10,50,10,50,5140.228,440,"[44, 44, 44, 45, 45, 43, 43, 44, 43, 45]",52798.735,39589.499,148813.623,216786.602,234885.068,False,2,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_2 --N 10 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,0,5.25,0.03,0.1,2.0,1512,169,0,1297,1,0,0,0,2026-05-14T10:37:16,c-pthreads-naive,10,5.0,10,50,10,50,5046.586,356,"[36, 35, 38, 39, 35, 34, 35, 34, 36, 34]",79810.037,41551.614,214411.739,252344.265,285672.194,False,3,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_2 --N 10 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 3 --deadlock-window-ms 2000,1,5.18,0.01,0.12,2.0,1512,169,0,1346,2,0,0,0,2026-05-14T10:37:21,c-pthreads-naive,10,5.0,10,50,10,50,5055.805,374,"[37, 37, 39, 40, 38, 37, 36, 36, 37, 37]",72819.533,40395.087,211849.205,260664.055,288490.381,False,3,1
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_2 --N 20 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,0,5.44,0.02,0.2,4.0,1520,201,0,1808,0,0,0,0,2026-05-14T10:37:26,c-pthreads-naive,20,5.0,10,50,10,50,5168.161,505,"[27, 26, 25, 26, 26, 25, 27, 27, 27, 26, 26, 24, 24, 25, 24, 23, 25, 25, 23, 24]",142630.483,145243.713,333193.804,380984.654,428567.913,False,1,0
/home/vboxuser/os-final-project/paper2-concurrency/dp/pthreads/dphil_2 --N 20 --duration-sec 5 --think-min-ms 10 --think-max-ms 50 --eat-min-ms 10 --eat-max-ms 50 --seed 1 --deadlock-window-ms 2000,1,5.3,0.02,0.25,5.0,1648,204,0,2698,4,0,0,0,2026-05-14T10:37:32,c-pthreads-naive,20,5.0,10,50,10,50,5075.333,774,"[38, 38, 37, 37, 40, 39, 39, 39, 39, 40, 41, 40, 41, 42, 40, 39, 38, 37, 35, 35]",70428.585,51851.11,201463.15,250477.46,283001.646,False,1,1
